tr_build_id,gh_project_name,gh_is_pr,gh_lang,git_branch,gh_num_commits_in_push,git_prev_commit_resolution_status,gh_first_commit_created_at,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_log_lan,tr_log_status,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_testduration,build_successful
64945491,560,0,2,612,0.0526315789473684,1,1432879364.0,0.0,0.0,0.0072245084590763,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0064105878095435,0.0667007939176974,0.041998756743556,0.0150835966025146,1,1433177134.0,1433177923.0,0,0.0181252006702937,32,4,0,4,8,1,1,0.0,0.004542542750629,0.0,5.3538746608400705e-09,False
8634372,560,0,2,612,0.0526315789473684,1,1372710276.0,0.0,0.0003303382663847,0.0010973936899862,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0007237760430129,0.0587949024905624,0.0420213676935786,0.0147245760054584,1,1372711227.0,1372712465.0,0,0.0581273118317404,12,4,1,4,8,1,1,0.0,0.0105063032367972,0.0316622691292876,5.443641292653489e-05,False
8713404,560,0,2,612,0.0,0,1372886311.0,0.0769230769230769,0.0023784355179704,0.0,0.0048309178743961,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0082717262058625,0.0585068103378024,0.0420555159385755,0.0147463394701971,1,1372886422.0,1372886403.0,0,0.0663080624375997,12,4,1,4,8,1,1,0.0,0.0098003407155025,0.0151715039577836,3.857288230646576e-05,False
101136102,560,0,2,612,0.0526315789473684,1,1452280165.0,0.0,0.0023123678646934,0.0010973936899862,0.0,0.0,0.0288461538461538,0.0,0.0,0.0,0.0,0.0107015457788347,0.0714744005445056,0.0407277552781474,0.0147633356851029,1,1452280512.0,1452280568.0,1,0.0713000796083795,27,4,2,4,8,1,1,0.0,0.0139407155025553,0.0138522427440633,4.349309311977779e-05,True
8798180,560,0,2,612,0.0526315789473684,1,1373126370.0,0.0,0.0,0.0002743484224965,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0002067931551465,0.0584402392427423,0.042107850372447,0.0147592707692305,1,1373126758.0,1373126707.0,1,0.0462256391761192,12,4,1,4,8,1,1,0.0,0.021384667802385,0.0006596306068601,2.36748337502348e-05,True
8878640,560,0,2,612,0.0526315789473684,1,1373236342.0,0.0,0.0002973044397463,0.0006401463191586,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0320529390477175,0.0585469825503386,0.0420753514393966,0.0147417331234928,1,1373359018.0,1373359259.0,1,0.0516442868892475,12,4,1,4,8,1,1,0.0,0.0104218057921635,0.0316622691292876,4.4631683797649776e-05,True
8884810,560,0,2,612,0.0526315789473684,1,1373372514.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0001550948663599,0.0585469825503386,0.0420753514393966,0.0147417331234928,1,1373372818.0,1373372773.0,1,0.0514683567686914,12,4,1,4,8,1,1,0.0,0.0216218057921635,0.0,2.5998415353039385e-05,True
9376094,560,0,2,612,0.0,0,1374542934.0,0.0,0.001387420718816,0.0,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0207310138034431,0.0586835680729619,0.042070168466141,0.0147503085579827,1,1374543029.0,1374546669.0,1,0.0467226417666902,12,4,1,4,8,1,1,0.0,0.0098385008517887,0.0079155672823219,3.457353793481823e-05,True
9675116,560,0,2,612,0.0526315789473684,1,1374818228.0,0.0,0.0012222515856236,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0001550948663599,0.058783424715552,0.0420251630788684,0.0147439157277267,1,1375235810.0,1375235762.0,0,0.0488118119482941,12,4,1,4,8,1,1,0.0,0.0098166950596252,0.0191292875989445,2.836482795313069e-05,False
9717028,560,0,2,612,0.0526315789473684,0,1375316871.0,0.0,0.0003964059196617,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0031018973271984,0.058782276938051,0.0420303920204099,0.0147447524229402,1,1375317196.0,1375317133.0,0,0.0438461842955977,12,4,1,4,8,1,1,0.0,0.0216899488926746,0.0,2.118885128271805e-05,False
9746084,560,0,2,612,0.3684210526315789,0,1375375044.0,0.0,0.0036337209302325,0.0012802926383173,0.0,0.0,0.0096153846153846,0.0,0.0,0.0,0.0,0.007341157007703,0.0587868680480551,0.0420359262582848,0.0147441498546651,1,1375380247.0,1375380198.0,1,0.060044950145802,12,4,1,4,8,1,1,0.0,0.0098166950596252,0.0191292875989445,4.3352107753709e-05,True
18542456,589,0,2,612,0.0,0,1391979598.0,0.0,0.0,0.0016460905349794,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,5.1698288786641165e-05,0.0034777658281386,0.0318969271458464,0.004878255200585,1,1391979601.0,1391979635.0,0,0.0039760207245682,9,4,1,4,4,1,1,0.0,0.0006473594548551,0.0,2.0790879932928943e-06,False
19224247,589,0,2,612,0.0,0,1392853553.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.000568681176653,0.0034938347131531,0.0317505630094838,0.0048558705487304,1,1392853563.0,1392853599.0,1,0.001627353615144,10,4,1,4,4,1,1,0.0,0.0006473594548551,0.0,1.0796980566027475e-06,True
36904105,589,0,2,612,0.0,0,1412279132.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0008788709093728,0.0043672933914414,0.0236942761398638,0.0036578633526761,1,1412279137.0,1412279258.0,0,0.0008268715666137,14,4,1,4,4,1,1,0.0,0.0005860306643952,0.0,2.908938565723105e-06,False
37354340,589,0,2,612,0.0,0,1412737820.0,0.0,0.0002312367864693,0.0,0.0,0.0,0.0076923076923076,0.0,0.0,0.0,0.0035714285714285,0.0053766220338106,0.0045796322291331,0.0225410993729167,0.0034815268077564,1,1412737898.0,1412738010.0,1,0.0187189648271706,15,4,1,4,4,1,1,0.0,0.000584667802385,0.0,7.225946167247149e-06,True
108024069,589,1,2,612,0.0526315789473684,0,1454933602.0,0.0,0.000693710359408,0.0046639231824417,0.0,0.0,0.0134615384615384,0.0,0.0,0.0,0.0,0.0026366127281186,0.0060361618779476,0.0234982786714529,0.0036355067058968,1,1455027320.0,1455024989.0,1,0.0128297040415546,29,4,1,4,4,1,1,0.0,0.0004933560477001,0.0,2.0148414973628133e-06,True
108032102,589,0,2,612,0.0526315789473684,1,1454933602.0,0.0,0.000693710359408,0.0046639231824417,0.0,0.0,0.0134615384615384,0.0,0.0,0.0,0.0,0.0026883110169053,0.0061406096305419,0.0232677172466534,0.0036577146742654,1,1455027320.0,1455028790.0,1,0.0126889599451098,29,4,1,4,4,1,1,0.0,0.0006637137989778,0.0,4.4133773454191655e-06,True
46516400,589,0,2,612,0.1052631578947368,0,1420510635.0,0.0,0.0005285412262156,0.0005486968449931,0.0,0.0,0.0076923076923076,0.0,0.0,0.0,0.0071428571428571,0.0035671819262782,0.0047345821917729,0.0224057708521999,0.0034834400525626,1,1420850331.0,1420850351.0,1,0.010595391510492,18,4,1,4,4,1,1,0.0,0.0005996592844974,0.0,3.446110656694059e-06,True
46777418,589,0,2,612,0.0,0,1421095495.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0035714285714285,0.0024815178617587,0.0047311388592698,0.0223673622450175,0.003472353934994,1,1421095499.0,1421180605.0,1,0.0055637900625871,18,4,1,4,4,1,1,0.0,0.0005982964224872,0.0,5.311043663553351e-06,True
114562380,589,1,2,612,0.1052631578947368,0,1457455444.0,0.0,3.30338266384778e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0109600372227679,0.0061406096305419,0.0232677172466534,0.0036577146742654,0,1458239969.0,1457455653.0,1,0.0198976966348966,29,4,1,4,4,1,1,0.0,0.0004947189097103,0.0,5.207535420110442e-06,True
114562380,589,1,2,612,0.1052631578947368,0,1457455444.0,0.0,3.30338266384778e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0109600372227679,0.0061406096305419,0.0232677172466534,0.0036577146742654,0,1458239969.0,1457455653.0,1,0.0198976966348966,29,4,1,4,4,1,1,0.0,0.0004974446337308,0.0,3.969005748569439e-06,True
23877050,589,0,2,612,0.0526315789473684,1,1396361996.0,0.0,0.0002642706131078,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0077030450292095,0.0034938347131531,0.0317505630094838,0.0048558705487304,1,1398619757.0,1398619796.0,1,0.0029336347602732,11,4,1,4,4,1,1,0.0,0.0006473594548551,0.0,1.160006176515349e-06,True
49388472,589,0,2,612,0.0,0,1423004852.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0007237760430129,0.0047850844018185,0.0221156222963786,0.0034467371401313,1,1423004857.0,1423005406.0,1,0.0053614704239476,18,4,1,4,4,1,1,0.0,0.0005982964224872,0.0,2.8571844440016515e-06,True
31980265,589,0,2,1053,0.0,0,1405564224.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0035714285714285,0.0015509486635992,0.0042789145238617,0.0232154424148206,0.0035752111525083,1,1405564231.0,1407472414.0,1,0.0063950598822147,13,4,1,4,4,1,1,0.0,0.0005655877342419,0.00032981530343,2.464566968873379e-06,True
52328599,589,0,2,612,0.0,0,1424982050.0,0.0,0.0001651691331923,9.144947416552356e-05,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0134415550845267,0.0053934064773675,0.0248070411142946,0.0038231975927509,1,1424982056.0,1424982159.0,1,0.0066721498220906,21,4,1,4,4,1,1,0.0,0.000474275979557,0.0,2.569859837203234e-06,True
63824735,589,0,2,612,0.0526315789473684,1,1428484840.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0005169828878664,0.00547375090244,0.0244434538282811,0.0037671624521536,1,1432442657.0,1432443111.0,0,0.0043234827126665,21,4,1,4,4,1,1,0.0,0.000474275979557,0.0,3.983282747665013e-06,False
35700839,625,0,2,612,0.0,0,1411104808.0,0.0,0.000627642706131,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0107532440676213,0.0024034460871691,0.0113924244983187,0.0045627536323303,1,1411104827.0,1411104861.0,1,0.00244542867573,5,4,1,4,4,1,1,0.0,0.0001458262350936,0.0,9.278264787235844e-06,True
103222606,625,0,2,612,0.2105263157894736,1,1450894653.0,0.0,0.0015195560253699,0.0013717421124828,0.0,0.0,0.0076923076923076,0.0,0.0,0.0,0.0035714285714285,0.0196453497389236,0.0028763304175958,0.0124898912750471,0.0048327012786522,1,1453156831.0,1453156840.0,1,0.0036593465075671,6,4,1,4,4,1,1,0.0,0.0001962521294718,0.0,5.78040000882033e-06,True
111074418,625,1,2,612,0.0,0,1456178443.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0144755208602595,0.0029302759601445,0.0126134072580645,0.0048647715863453,1,1456178462.0,1456178848.0,1,0.0045126075922643,6,4,1,4,4,1,1,0.0,0.0002017035775127,0.0,6.8440364414405575e-06,True
26023513,625,1,2,612,0.0526315789473684,0,1401081397.0,0.0,0.0014204545454545,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.010081166313395,0.0022645650095437,0.0100358422939067,0.0040890836071558,1,1401081696.0,1401081480.0,1,0.003030396326579,5,4,1,4,4,1,1,0.0,0.000117206132879,0.0,8.644722952369767e-06,True
1898840,625,0,2,612,0.0526315789473684,1,1342636076.0,0.0,0.0232888477801268,0.0,0.0,0.2312138728323699,0.0019230769230769,0.0,0.0,0.024390243902439,0.0392857142857142,0.006048699788037,0.0021945505819805,0.0040007396325371,0.0010254671630764,1,1342644803.0,1342644804.0,1,0.0007608977714051,3,4,2,4,0,1,1,0.0,0.004542542750629,0.0,3.3336792888164176e-06,True
